source_id	original_url_or_path	source_type	title_or_subject	date	evidence_status	currentness	new_route	new_section_or_record	treatment	reason	implemented	verified
SOURCE-136	02-collect/assets/official-site-images/restricted-child-rights/ASSET-133--IMG_6795.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-137	02-collect/assets/official-site-images/restricted-child-rights/ASSET-134--IMG_6826.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-138	02-collect/assets/official-site-images/restricted-child-rights/ASSET-135--IMG_1397.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-139	02-collect/assets/official-site-images/restricted-child-rights/ASSET-136--IMG_8352.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-140	02-collect/assets/official-site-images/restricted-child-rights/ASSET-137--IMG_8347.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-141	02-collect/assets/official-site-images/restricted-child-rights/ASSET-138--IMG_8483.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-142	02-collect/assets/official-site-images/restricted-child-rights/ASSET-139--IMG_8883.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-143	02-collect/assets/official-site-images/restricted-child-rights/ASSET-140--IMG_1557.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-144	02-collect/assets/official-site-images/restricted-child-rights/ASSET-141--IMG_1715.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-145	02-collect/assets/official-site-images/restricted-child-rights/ASSET-142--IMG_2419.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-146	02-collect/assets/official-site-images/restricted-child-rights/ASSET-143--IMG_2362.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-147	02-collect/assets/official-site-images/restricted-child-rights/ASSET-144--IMG_2361.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-148	02-collect/assets/official-site-images/restricted-child-rights/ASSET-145--IMG_1259.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-149	02-collect/assets/official-site-images/restricted-child-rights/ASSET-146--IMG_1730.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-150	02-collect/assets/official-site-images/restricted-child-rights/ASSET-147--IMG_2365.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-151	02-collect/assets/official-site-images/restricted-child-rights/ASSET-148--IMG_6942.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-152	02-collect/assets/official-site-images/restricted-child-rights/ASSET-149--IMG_7684.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-153	02-collect/assets/official-site-images/restricted-child-rights/ASSET-150--IMG_7034.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
